time,seconds_elapsed,altitude,speedAccuracy,bearingAccuracy,latitude,altitudeAboveMeanSeaLevel,bearing,horizontalAccuracy,verticalAccuracy,longitude,speed
1766861203003416600,-9.24458349609375,310.676639650017,0.47999998927087295,7.258974518679363,42.36897821650533,339.99092492833734,246.5546112060547,4.7486515301923955,4.029364438187818,-71.94727258870493,7.030000209804088
1766861212317185000,0.06918505859375,0,-1,-1,42.36881055109378,359.7666666666667,-1,32.895013999999996,30,-71.94720928187388,-1
1766861214001211600,1.753211669921875,308.6546630859375,0.9900000095367432,-1,42.368953200096605,337.9689483642578,-1,3.5355339059327373,3,-71.94738694473351,0
1766861215001077000,2.753076904296875,308.25347900390625,0.9900000095367432,-1,42.36895336773467,337.56776428222656,-1,3.5355339059327373,3,-71.94737948483969,0
1766861216000947500,3.752947509765625,307.90087890625,0.9900000095367432,-1,42.36895336773467,337.2151641845703,-1,3.5355339059327373,3,-71.94737914956356,0
1766861217000827000,4.752826904296875,307.9423828125,0.9900000095367432,-1,42.368954625020145,337.2566680908203,-1,3.5355339059327373,3,-71.94737705408777,0
1766861218000912600,5.75291259765625,307.7730712890625,0.9900000095367432,-1,42.36895366110128,337.0873565673828,-1,3.5355339059327373,3,-71.94737521006907,0
1766861219000855300,6.752855224609375,307.7943115234375,0.9900000095367432,-1,42.36895286482048,337.1085968017578,-1,3.5355339059327373,3,-71.94737328223134,0
1766861220000786700,7.75278662109375,307.671630859375,0.9900000095367432,-1,42.36895227808726,336.9859161376953,-1,3.5355339059327373,3,-71.94737060002232,0
1766861221000737300,8.7527373046875,307.671630859375,0.07000000029802322,-1,42.36895227808726,336.9859161376953,-1,4.9957152624600285,8,-71.94737060002232,0
1766861222000691500,9.75269140625,307.671630859375,0.07000000029802322,99.7871035095945,42.36895227808726,336.9859161376953,172.265625,5.482214289009878,8,-71.94737060002232,0
1766861223000633000,10.752633056640626,307.671630859375,0.07000000029802322,99.7871035095945,42.36895227808726,336.9859161376953,172.265625,6.048707766888761,8,-71.94737060002232,0
1766861224000586500,11.75258642578125,307.671630859375,0.07000000029802322,99.7871035095945,42.36895227808726,336.9859161376953,172.265625,5.394956885064048,8,-71.94737060002232,0
1766861225000550400,12.75255029296875,307.6716308975592,0.3080157138848601,-1,42.368952278087484,336.98591617587954,-1,5.3949568850640475,7.999999999999999,-71.94737060002232,0
1766861226000503600,13.752503662109374,307.6716308975592,0.3080157138848601,-1,42.368952278087484,336.98591617587954,-1,4.771316345355446,5.999999999999999,-71.94737060002232,0
1766861227000476400,14.752476318359374,308.06115728709847,0.9200000166892974,143.35806743213882,42.36895233020169,337.3754425654188,244.68749615426356,4.748651530191786,6.8157386408611,-71.94737731251965,0.5199999809265119
1766861228000435500,15.752435546875,308.492798184976,0.30801571388484583,12.864969494751504,42.36894641937502,337.8070834632963,256.99217203614296,4.748651530191932,5.3724859175846005,-71.9474119869511,1.9400000572203695
1766861229000391200,16.75239111328125,308.9077151780948,0.30801571388484583,12.864969494732016,42.368947397855486,338.2220004564151,267.1874841480593,4.748651530191933,5.372485917584601,-71.94744516843014,1.9400000572203693
1766861230000366600,17.75236669921875,309.08105557318777,0.6399999856948002,15.762376672587378,42.368960453175525,338.3953408515081,283.0077862748914,4.748651530191901,4.029364438188401,-71.94750238681327,3.289999961852591
1766861231000342300,18.75234228515625,308.8317882856354,0.3080157138848052,7.2589745186789285,42.36899246237411,338.1460735639557,302.34372366605135,4.748651530191947,4.029364438188344,-71.9475480620351,3.8099999427788624
1766861232000310000,19.75231005859375,308.8528482466936,0.3080157138846682,7.258974518671555,42.36909484909941,338.1671335250139,331.87497258031664,4.748651530192412,4.029364438187797,-71.94758429034562,7.110000133509974
1766861233000279300,20.752279296875,309.2259599901736,0.30801571388448273,7.258974518689017,42.36918780393856,338.5402452684939,332.2259521484375,4.748651530193041,4.029364438187056,-71.94765099404293,9.970000267016594
1766861234000248800,21.752248779296874,309.94800588674843,0.3080157138844828,7.258974518679341,42.36926957098682,339.26229116506875,332.2259521484375,4.748651530193041,4.029364438187057,-71.94771266632301,9.970000267016596
1766861235000221000,22.752220947265624,310.5811878927052,0.3080157138843235,7.258974518673768,42.369390985939155,339.8954731710255,330.1698913574219,4.748651530193582,4.02936443818642,-71.94779758073096,11.89000034330204
1766861236000194000,23.752194091796873,311.1831212686375,0.5500000119195683,7.258974518679185,42.36952457038664,340.4974065469578,330.1698913574219,4.748651530194346,4.029364438185518,-71.9479006321596,14.170000076258885
1766861237000168700,24.752168701171875,311.6235567461699,0.3080157138838181,7.258974518684638,42.36966981504949,340.93784202449024,331.4544372558594,4.748651530195295,4.029364438184399,-71.94801124489376,16.569999694768164
1766861238000143600,25.7521435546875,312.016503021121,0.30801571388372423,7.2589745186794525,42.36980955439082,341.33078829944134,331.7683410644531,4.748651530195613,4.0293644381840235,-71.94811597076344,17.29999923699675
1766861239000120000,26.7521201171875,312.48519198875874,0.3080157138837241,7.258974518655801,42.36995178690138,341.79947726707906,331.7683410644531,4.748651530195614,4.029364438184023,-71.94821718465388,17.29999923699674
1766861240000096300,27.75209619140625,312.79891539923847,0.30801571388359317,7.258974518685164,42.370106338673956,342.1132006775588,331.7683410644531,4.748651530196059,4.0293644381835,-71.94832750965868,18.270000457688525
1766861241000074500,28.752074462890626,313.17489219177514,0.30801571388358207,7.258974518681184,42.37025302850497,342.48917747009546,331.87492923052855,4.7486515301960965,4.029364438183456,-71.94843475319895,18.35000038139359
1766861242000053000,29.752052978515625,313.42092226818204,0.3080157138837096,7.258974518684058,42.3703855435183,342.73520754650235,331.8749328554735,4.748651530195663,4.029364438183965,-71.94853146560865,17.409999847347077
1766861243000032800,30.75203271484375,313.66848086286336,0.3080157138837096,7.258974518684336,42.37052028263765,342.9827661411837,331.87493285514273,4.748651530195664,4.029364438183965,-71.94862936647164,17.40999984734708
1766861244000013800,31.752013916015624,314.0411592340097,0.30801571388382043,7.25897451868814,42.37064258762431,343.35544451233,332.22649940551617,4.748651530195287,4.029364438184408,-71.94871321009236,16.549999237004684
1766861244999994400,32.751994384765624,314.03759380895644,1.2703833527499275,7.258955884649567,42.37075014795236,343.35187908727676,331.91290283203125,4.748651957271677,3.3689325712159346,-71.94880380118559,15.53520534966362
1766861245999975700,33.7519755859375,314.27874812763184,1.2968916561820214,7.258947179563513,42.37086350784738,343.59303340595216,332.0495300292969,4.7486518922942835,3.212033771303674,-71.948883478459,14.823132482343295
1766861246999957500,34.75195751953125,314.31131087150425,1.2971226969148693,7.258933610510406,42.370970632124966,343.62559614982456,332.0495300292969,4.748651928398941,3.167695827061018,-71.94896803341761,14.493551321701009
1766861247999940600,35.75194067382812,314.4630400566384,1.2986441015611714,7.258949006254243,42.37109183520093,343.77732533495873,332.0495300292969,4.748652020006066,3.145202062667016,-71.94905639868901,14.956653627382046
1766861248999924200,36.75192431640625,314.4601542968303,1.3069304897883347,7.372737661192227,42.37120147333225,343.7744395751506,332.0495300292969,4.748651977237416,3.1011183089711025,-71.94913238589312,14.363497042773906
1766861249999906600,37.75190649414063,314.8743285257369,0.7115665983076428,7.257743020332327,42.371306987802186,344.18861380405724,332.0495300292969,4.748652339636403,4.951097701934671,-71.94919733465395,13.466444169514084
1766861250999891200,38.75189111328125,315.12536960840225,0.7498205298587269,7.256531021798663,42.37141539086568,344.43965488672256,332.0495300292969,4.748652342914244,4.813758570970321,-71.9492765052762,13.425125369010155
1766861251999875000,39.751875,315.0324050197378,0.736072418284245,7.258430531520705,42.371528166713205,344.3466902980581,332.0495300292969,4.748652266829498,4.7872401562643665,-71.94935483550566,13.768892465956338
1766861252999860500,40.75186059570313,315.6678959932178,0.7616060793088315,7.2548752307327655,42.37162021391735,344.98218127153814,332.0495300292969,4.748652160401253,4.658353628019059,-71.94943404773296,12.813048738082243
1766861253999846000,41.75184594726562,316.3758661802858,0.8543806214644748,7.2526365165366515,42.3717263118501,345.6901514586061,331.516845703125,4.748652209806448,4.298200016867463,-71.94951085854046,12.919765459996148
1766861254999831600,42.75183154296875,316.68381976429373,0.7994835210147231,7.254781504425198,42.37185388038859,345.99810504261404,332.0424499511719,4.748652304477356,4.378029822566666,-71.94959250633184,14.151519799910613
